ID,associatedWithOccupation,contactDetails,description,endDate,function,name,sourceRecordLink,startDate,type,url,warning,workCount
Q8271527,,,Australian band,,,26,https://www.wikidata.org/wiki/Q8271527,,musical group,,,
Q4562027,,,Australian pop-rock band,,,1927,https://www.wikidata.org/wiki/Q4562027,1/1/1987,musical group,,,
Q22080866,,,,,,#1 Dads,https://www.wikidata.org/wiki/Q22080866,1/1/2010,musical group,,,
Q16243871,,,,,,1200 Techniques,https://www.wikidata.org/wiki/Q16243871,,musical group,,,
Q3598658,,,,,,28 Days,https://www.wikidata.org/wiki/Q3598658,1/1/1997,musical group,,,
Q4634523,,,,,,30 Odd Foot of Grunts,https://www.wikidata.org/wiki/Q4634523,,musical group,,,
Q15781064,,,,,,4Arm,https://www.wikidata.org/wiki/Q15781064,,musical group,,,
Q4641147,,,Australian pop rock band,,,5 Seconds of Summer,https://www.wikidata.org/wiki/Q4641147,1/1/2011,musical group,,,
Q4639871,,,,,,50 Lions,https://www.wikidata.org/wiki/Q4639871,1/1/2005,musical group,,,
Q4642271,,,Australian rock band,,,67 Special,https://www.wikidata.org/wiki/Q4642271,,musical group,,,
Q4643668,,,,,,78 Saab,https://www.wikidata.org/wiki/Q4643668,,musical group,,,
Q19871547,,,Australian metalcore band,,,A Breach of Silence,https://www.wikidata.org/wiki/Q19871547,1/1/2010,musical group,,,
Q51029153,,,,,,A Night in Texas,https://www.wikidata.org/wiki/Q51029153,,musical group,,,
Q51029626,,,,,,A Secret Death,https://www.wikidata.org/wiki/Q51029626,,musical group,,,
Q27947644,,,Australian hip-hop group,,,A.B. Original,https://www.wikidata.org/wiki/Q27947644,,musical group,,,
Q4650232,,,,,,ABC Sinfonia,https://www.wikidata.org/wiki/Q4650232,1/1/1967,musical group,,,
Q1101997,,,Australian black/death metal band,,,Abominator,https://www.wikidata.org/wiki/Q1101997,1/1/1994,musical group,,,
Q4669395,,,Australian death metal band,,,Abramelin,https://www.wikidata.org/wiki/Q4669395,1/1/1988,musical group,,,
Q4669709,,,band,,,Absent Friends,https://www.wikidata.org/wiki/Q4669709,1/1/1989,musical group,,,
Q336505,,,Australian band,,,Abyssic Hate,https://www.wikidata.org/wiki/Q336505,,musical group,,,
Q9138691,,,,,,Abyssmal Sorrow,https://www.wikidata.org/wiki/Q9138691,,musical group,,,
Q27593,,,Australian hard rock band,,,AC/DC,https://www.wikidata.org/wiki/Q27593,31/12/1973,musical group,,,
Q66265347,,,Australian Hip-Hop Group,,,Accradata,https://www.wikidata.org/wiki/Q66265347,1/1/2006,musical group,,,
Q4677865,,,country rock band,,,Acuff's Rose,https://www.wikidata.org/wiki/Q4677865,1/1/1991,musical group,,,
Q20312164,,,,,,Adam Eckersley Band,https://www.wikidata.org/wiki/Q20312164,1/1/2010,musical group,,,
Q4679720,,,Australian indie rock band,,,Adam Said Galore,https://www.wikidata.org/wiki/Q4679720,,musical group,,,
Q3701065,,,,,,Addictive,https://www.wikidata.org/wiki/Q3701065,1/1/1987,musical group,,,
Q60785708,,,,,,Adelaide Chamber Singers,https://www.wikidata.org/wiki/Q60785708,,musical group,,,
Q60785636,,,,,,Adelaide Connection,https://www.wikidata.org/wiki/Q60785636,,musical group,,,
Q2367942,,,Symphony orchestra based in Adelaide,,,Adelaide Symphony Orchestra,https://www.wikidata.org/wiki/Q2367942,1/1/1936,musical group,,,
Q4681814,,,,,,Adelaide Youth Orchestra,https://www.wikidata.org/wiki/Q4681814,,musical group,,,
Q4681862,,,,,,Adele&Glenn,https://www.wikidata.org/wiki/Q4681862,1/1/2011,musical group,,,
Q4690638,,,,,,After the Fall,https://www.wikidata.org/wiki/Q4690638,,musical group,,,
Q4691009,,,,,,Against,https://www.wikidata.org/wiki/Q4691009,,musical group,,,
Q391580,,,band,,,Agatus,https://www.wikidata.org/wiki/Q391580,,musical group,,,
Q4697108,,,,,,Aim 4 More,https://www.wikidata.org/wiki/Q4697108,,musical group,,,
Q38211317,,,band and military unit of the Royal Australian Air Force,,,Air Force Band,https://www.wikidata.org/wiki/Q38211317,,musical group,,,
Q407814,,,British-Australian soft rock group,,,Air Supply,https://www.wikidata.org/wiki/Q407814,1/1/1975,musical group,,,
Q408139,,,Australian hard rock band,,,Airbourne,https://www.wikidata.org/wiki/Q408139,1/1/2003,musical group,,,
Q4699064,,,,,,Airway Lanes,https://www.wikidata.org/wiki/Q4699064,,musical group,,,
Q4699558,,,Australian Sydney-based all-female band,,,Ajaqa,https://www.wikidata.org/wiki/Q4699558,,musical group,,,
Q28421951,,,,,,Akin,https://www.wikidata.org/wiki/Q28421951,,musical group,,,
Q4705415,,,,,,Alabaster Box,https://www.wikidata.org/wiki/Q4705415,,musical group,,,
Q1627125,,,band,,,Alarum,https://www.wikidata.org/wiki/Q1627125,1/1/1992,musical group,,,
Q783871,,,Australian progressive metal band,,,Alchemist,https://www.wikidata.org/wiki/Q783871,1/1/1987,musical group,,,
Q4716586,,,,,,Alex & Nilusha,https://www.wikidata.org/wiki/Q4716586,1/1/2008,musical group,,,
Q4717955,,,,,,Alex Watts & the Foreign Tongue,https://www.wikidata.org/wiki/Q4717955,,musical group,,,
Q4728979,,,Australian electronic band,,,All India Radio,https://www.wikidata.org/wiki/Q4728979,,musical group,,,
Q4729061,,,,,,All Mankind,https://www.wikidata.org/wiki/Q4729061,,musical group,,,
Q29026422,,,,,,All Our Exes Live in Texas,https://www.wikidata.org/wiki/Q29026422,1/1/2014,musical group,,,
Q1752613,,,band that plays thrash metal,,,Allegiance,https://www.wikidata.org/wiki/Q1752613,1/1/1990,musical group,,,
Q4732963,,,,,,Allniters,https://www.wikidata.org/wiki/Q4732963,1/1/1983,musical group,,,
Q36827208,,,Australian nu metalcore band,,,Alpha Wolf,https://www.wikidata.org/wiki/Q36827208,1/1/2013,musical group,,,
Q16146741,,,band,,,Alpine,https://www.wikidata.org/wiki/Q16146741,1/1/2009,musical group,,,
Q26269481,,,,,,Altars,https://www.wikidata.org/wiki/Q26269481,,musical group,,,
Q4736288,,,,,,Altera Enigma,https://www.wikidata.org/wiki/Q4736288,1/1/2004,musical group,,,
Q16242802,,,band,,,Aluka,https://www.wikidata.org/wiki/Q16242802,,musical group,,,
Q4741227,,,,,,Amber Calling,https://www.wikidata.org/wiki/Q4741227,1/1/2005,musical group,,,
Q30602342,,,,,,Amica,https://www.wikidata.org/wiki/Q30602342,1/1/2003,musical group,,,
Q2843675,,,music band,,,Ammonia,https://www.wikidata.org/wiki/Q2843675,1/1/1992,musical group,,,
Q4749315,,,Australian pop rock band,,,Amy Meredith,https://www.wikidata.org/wiki/Q4749315,1/1/2006,musical group,,,
Q65040870,,,Australian pub rock and punk band,,,Amyl and the Sniffers,https://www.wikidata.org/wiki/Q65040870,,musical group,,,
Q482443,,,Australian rock band,,,An Horse,https://www.wikidata.org/wiki/Q482443,1/1/2007,musical group,,,
Q21848520,,,Australian band,,,Anarion,https://www.wikidata.org/wiki/Q21848520,,musical group,,,
Q31842384,,,,,,Anatomy,https://www.wikidata.org/wiki/Q31842384,,musical group,,,
Q52985748,,,Australian jazz quartet,,,Andrea Keller Quartet,https://www.wikidata.org/wiki/Q52985748,1/1/1999,musical group,,,
Q4762603,,,,,,Angelas Dish,https://www.wikidata.org/wiki/Q4762603,1/1/2004,musical group,,,
Q537424,,,Australian band,,,Angelspit,https://www.wikidata.org/wiki/Q537424,1/1/2004,musical group,,,
Q544322,,,"Australian brother & sister duo-led folk, indie pop group, formed in 2006",,,Angus & Julia Stone,https://www.wikidata.org/wiki/Q544322,1/1/2006,musical group,,,
Q43386631,,,Australian rock band,,,Animal Hands,https://www.wikidata.org/wiki/Q43386631,1/1/2011,musical group,,,
Q48700499,,,,,,Anno Domini,https://www.wikidata.org/wiki/Q48700499,1/1/2007,musical group,,,
Q4771129,,,,,,Antediluvian Rocking Horse,https://www.wikidata.org/wiki/Q4771129,,musical group,,,
Q4775251,,,,,,Antiskeptic,https://www.wikidata.org/wiki/Q4775251,,musical group,,,
Q4775311,,,Australian alternative/hard rock band,,,Antistatic,https://www.wikidata.org/wiki/Q4775311,1/1/2003,musical group,,,
Q4778268,,,two-man Australian musical comedy band,,,Anyone For Tennis?,https://www.wikidata.org/wiki/Q4778268,,musical group,,,
Q2654044,,,,,,Aragon,https://www.wikidata.org/wiki/Q2654044,,musical group,,,
Q25392708,,,,,,Arcane,https://www.wikidata.org/wiki/Q25392708,,musical group,,,
Q61107,,,Australian band,,,Architecture in Helsinki,https://www.wikidata.org/wiki/Q61107,1/1/2000,musical group,,,
Q4788506,,,Australian alternative rock band,,,Area-7,https://www.wikidata.org/wiki/Q4788506,1/1/1994,musical group,,,
Q15041018,,,rock band from Australia,,,Ariel,https://www.wikidata.org/wiki/Q15041018,1/1/1973,musical group,,,
Q688921,,,band,,,Armoured Angel,https://www.wikidata.org/wiki/Q688921,1/1/1984,musical group,,,
Q55604228,,,,,,Aronas,https://www.wikidata.org/wiki/Q55604228,,musical group,,,
Q4796202,,,Australian band,,,Arrows,https://www.wikidata.org/wiki/Q4796202,1/1/2006,musical group,,,
Q4797237,,,"An indie rock band from Melbourne, Australia",,,Art of Fighting,https://www.wikidata.org/wiki/Q4797237,,musical group,,,
Q4797282,,,,,,Art vs. Science,https://www.wikidata.org/wiki/Q4797282,1/1/2008,musical group,,,
Q26763309,,,"post-punk band from Melbourne, Australia, now based in Berlin, Germany",,,Ascetic:,https://www.wikidata.org/wiki/Q26763309,1/1/2011,musical group,,,
Q4806097,,,,,,Ashtray Boy,https://www.wikidata.org/wiki/Q4806097,,musical group,,,
Q19259734,,,,,,Assaulter,https://www.wikidata.org/wiki/Q19259734,,musical group,,,
Q28148636,,,,,,Asteroid B-612,https://www.wikidata.org/wiki/Q28148636,1/1/1992,musical group,,,
Q4810945,,,Australian band,,,Aston,https://www.wikidata.org/wiki/Q4810945,1/1/2009,musical group,,,
Q11853203,,,,,,Astriaal,https://www.wikidata.org/wiki/Q11853203,1/1/1997,musical group,,,
Q16246565,,,,,,At Sunset,https://www.wikidata.org/wiki/Q16246565,1/1/2012,musical group,,,
Q4816806,,,"Australian musical group; alternative rock band from Adelaide, South Australia",,,Atlas Genius,https://www.wikidata.org/wiki/Q4816806,1/1/2009,musical group,,,
Q15784310,,,,,,Atomizer,https://www.wikidata.org/wiki/Q15784310,1/1/1998,musical group,,,
Q4820403,,,Australian indie/pop rock band,,,Augie March,https://www.wikidata.org/wiki/Q4820403,1/1/1996,musical group,,,
Q22080751,,,Australian comedy group,,,Aunty Donna,https://www.wikidata.org/wiki/Q22080751,1/1/2011,musical group,,,
Q3629919,,,Australian band,,,Austere,https://www.wikidata.org/wiki/Q3629919,,musical group,,,
Q30092891,,,a string quartet ensemble in 1910s Sydney,,,Austral String Quartet,https://www.wikidata.org/wiki/Q30092891,,musical group,,,
Q4823572,,,,,,Australia Ensemble,https://www.wikidata.org/wiki/Q4823572,1/1/1980,musical group,,,
Q4823828,,,administrative corps of the Australian Army,,,Australian Army Band Corps,https://www.wikidata.org/wiki/Q4823828,1/1/1968,musical group,,,
Q4823905,,,,,,Australian Brandenburg Orchestra,https://www.wikidata.org/wiki/Q4823905,1/1/1989,musical group,,,
Q2872160,,,Australian pop band,,,Australian Crawl,https://www.wikidata.org/wiki/Q2872160,1/1/1978,musical group,,,
Q4824516,,,,,,Australian Opera and Ballet Orchestra,https://www.wikidata.org/wiki/Q4824516,,musical group,,,
Q381722,,,Pink Floyd tribute band,,,Australian Pink Floyd Show,https://www.wikidata.org/wiki/Q381722,1/1/1988,musical group,,,
Q16822123,,,,,,Australian String Quartet,https://www.wikidata.org/wiki/Q16822123,1/1/1985,musical group,,,
Q21998354,,,,,,Australian World Orchestra,https://www.wikidata.org/wiki/Q21998354,1/1/2011,musical group,,,
Q55604533,,,,,,Automatic (band),https://www.wikidata.org/wiki/Q55604533,,musical group,,,
Q4827569,,,,,,Avalon Drive,https://www.wikidata.org/wiki/Q4827569,,musical group,,,
Q19259873,,,,,,Aversions Crown,https://www.wikidata.org/wiki/Q19259873,1/1/2009,musical group,,,
Q4828910,,,,,,Avion,https://www.wikidata.org/wiki/Q4828910,1/1/1981,musical group,,,
Q2874535,,,,,,Avrigus,https://www.wikidata.org/wiki/Q2874535,1/1/1995,musical group,,,
Q4830537,,,Australian band,,,Axiom,https://www.wikidata.org/wiki/Q4830537,1/1/1969,musical group,,,
Q4831191,,,Australian band,,,Ayers Rock,https://www.wikidata.org/wiki/Q4831191,1/1/1973,musical group,,,
Q56721838,,,Assyrian Australian worldbeat band,,,Azadoota,https://www.wikidata.org/wiki/Q56721838,1/1/1996,musical group,,,
Q58901882,,,,,,b l u e s c r e e n,https://www.wikidata.org/wiki/Q58901882,,musical group,,,
Q55604646,,,,,,Babaganouj (band),https://www.wikidata.org/wiki/Q55604646,1/1/2011,musical group,,,
Q4838188,,,Australian band,,,Baby Animals,https://www.wikidata.org/wiki/Q4838188,1/1/1989,musical group,,,
Q797903,,,band,,,Babyjane,https://www.wikidata.org/wiki/Q797903,,musical group,,,
Q4838757,,,,,,Bachelor Girl,https://www.wikidata.org/wiki/Q4838757,1/1/1992,musical group,,,
Q16246661,,,,,,Back Back Forward Punch,https://www.wikidata.org/wiki/Q16246661,,musical group,,,
Q4839734,,,,,,Backsliders,https://www.wikidata.org/wiki/Q4839734,,musical group,,,
Q50438074,,,Australian band,,,Backyard Mortuary,https://www.wikidata.org/wiki/Q50438074,,musical group,,,
Q16822245,,,Australian rock band,,,Bad Dreems,https://www.wikidata.org/wiki/Q16822245,1/1/2012,musical group,,,
Q24049175,,,Australian hard rock band,,,Bad Moon Born,https://www.wikidata.org/wiki/Q24049175,1/1/2015,musical group,,,
Q799809,,,Australian electonic musical group,,,Bag Raiders,https://www.wikidata.org/wiki/Q799809,1/1/2006,musical group,,,
Q4849329,,,Australian musical group,,,Bakery,https://www.wikidata.org/wiki/Q4849329,1/1/1970,musical group,,,
Q4851208,,,Australian indie rock band,,,Ball Park Music,https://www.wikidata.org/wiki/Q4851208,1/1/2008,musical group,,,
Q805544,,,band,,,Baltak,https://www.wikidata.org/wiki/Q805544,,musical group,,,
Q4853250,,,Australian rock band,,,Bam Balams,https://www.wikidata.org/wiki/Q4853250,1/1/1984,musical group,,,
Q4853985,,,,,,Banawurun,https://www.wikidata.org/wiki/Q4853985,,musical group,,,
Q4854260,,,,,,Band of Light,https://www.wikidata.org/wiki/Q4854260,1/1/1972,musical group,,,
Q4854971,,,,,,Bang Shang a Lang,https://www.wikidata.org/wiki/Q4854971,,musical group,,,
Q73030313,,,Australian pop rock band (1989-1991),,,Bang the Drum,https://www.wikidata.org/wiki/Q73030313,1/1/1989,musical group,,,
Q21004964,,,,,,Barbariön,https://www.wikidata.org/wiki/Q21004964,1/1/2007,musical group,,,
Q3634931,,,Australian female pop group,,,Bardot,https://www.wikidata.org/wiki/Q3634931,1/1/1999,musical group,,,
Q4866421,,,Australian indie punk band,,,Baseball,https://www.wikidata.org/wiki/Q4866421,,musical group,,,
Q4866694,,,Intimate shows for true fans,,,Basement Birds,https://www.wikidata.org/wiki/Q4866694,1/1/2009,musical group,,,
Q4867005,,,,,,Basic Shape,https://www.wikidata.org/wiki/Q4867005,,musical group,,,
Q51029749,,,,,,Bastardizer,https://www.wikidata.org/wiki/Q51029749,,musical group,,,
Q4835109,,,organization,,,BB Steal,https://www.wikidata.org/wiki/Q4835109,,musical group,,,
Q4875428,,,Australian band,,,Be'lakor,https://www.wikidata.org/wiki/Q4875428,1/1/2004,musical group,,,
Q30887913,,,,,,Beaches,https://www.wikidata.org/wiki/Q30887913,,musical group,,,
Q4876268,,,,,,Beanbag,https://www.wikidata.org/wiki/Q4876268,1/1/1995,musical group,,,
Q4876723,,,,,,Beargarden,https://www.wikidata.org/wiki/Q4876723,1/1/1984,musical group,,,
Q744376,,,Australian band,,,Beasts of Bourbon,https://www.wikidata.org/wiki/Q744376,1/8/1983,musical group,,,
Q105071774,,,Australian rock band,,,Beddy Rays,https://www.wikidata.org/wiki/Q105071774,,musical group,,,
Q2593885,,,,,,Behind Crimson Eyes,https://www.wikidata.org/wiki/Q2593885,1/1/2004,musical group,,,
Q4881613,,,,,,Beki and the Bullets,https://www.wikidata.org/wiki/Q4881613,,musical group,,,
Q4883335,,,Australian band,,,Bella,https://www.wikidata.org/wiki/Q4883335,,musical group,,,
Q4883822,,,,,,Belles Will Ring,https://www.wikidata.org/wiki/Q4883822,,musical group,,,
Q28421797,,,,,,Bellydance,https://www.wikidata.org/wiki/Q28421797,,musical group,,,
Q4887056,,,,,,Benders,https://www.wikidata.org/wiki/Q4887056,1/1/1983,musical group,,,
Q4889775,,,,,,Bennetts Lane Big Band,https://www.wikidata.org/wiki/Q4889775,1/1/2001,musical group,,,
Q830536,,,band,,,Bestial Warlust,https://www.wikidata.org/wiki/Q830536,1/1/1993,musical group,,,
Q60846188,,,Australian pop-punk band,,,Between You and Me,https://www.wikidata.org/wiki/Q60846188,,musical group,,,
Q21051312,,,,,,Beyond Terror Beyond Grace,https://www.wikidata.org/wiki/Q21051312,,musical group,,,
Q4035087,,,,,,Big Electric Cat,https://www.wikidata.org/wiki/Q4035087,,musical group,,,
Q4905812,,,An article about the life of the band and its members.,,,Big Heavy Stuff,https://www.wikidata.org/wiki/Q4905812,1/1/1990,musical group,,,
Q2902315,,,,,,Big Pig,https://www.wikidata.org/wiki/Q2902315,1/1/1985,musical group,,,
Q4460133,,,,,,Big Scary,https://www.wikidata.org/wiki/Q4460133,1/1/2006,musical group,,,
Q16201382,,,,,,Bill and Boyd,https://www.wikidata.org/wiki/Q16201382,1/1/1959,musical group,,,
Q4913389,,,Australian pop and rock group dating from the mid-1960s,,,Billy Thorpe & the Aztecs,https://www.wikidata.org/wiki/Q4913389,1/1/1963,musical group,,,
Q4915833,,,,,,Bird Automatic,https://www.wikidata.org/wiki/Q4915833,1/1/2006,musical group,,,
Q4915838,,,Australian rock band,,,Bird Blobs,https://www.wikidata.org/wiki/Q4915838,1/1/2000,musical group,,,
Q1078,,,Australian rock band,,,Birds of Tokyo,https://www.wikidata.org/wiki/Q1078,1/1/2004,musical group,,,
Q4917118,,,,,,Birtles & Goble,https://www.wikidata.org/wiki/Q4917118,1/1/1979,musical group,,,
Q4917121,,,,,,Birtles Shorrock Goble,https://www.wikidata.org/wiki/Q4917121,1/1/2002,musical group,,,
Q15053488,,,,,,Bit By Bats,https://www.wikidata.org/wiki/Q15053488,1/1/2003,musical group,,,
Q879533,,,band,,,Björn Again,https://www.wikidata.org/wiki/Q879533,1/1/1988,musical group,,,
Q4920468,,,Australian musical group,,,Black Cab,https://www.wikidata.org/wiki/Q4920468,,musical group,,,
Q4921030,,,,,,Black Image,https://www.wikidata.org/wiki/Q4921030,,musical group,,,
Q4921065,,,Australian band,,,Black Jack,https://www.wikidata.org/wiki/Q4921065,,musical group,,,
Q51029766,,,Australian death metal band,,,Black Jesus,https://www.wikidata.org/wiki/Q51029766,,musical group,,,
Q16246396,,,,,,Black Jesus Experience,https://www.wikidata.org/wiki/Q16246396,1/1/2009,musical group,,,
Q4035160,,,Australian electronic and industrial band,,,Black Lung,https://www.wikidata.org/wiki/Q4035160,,musical group,,,
Q92275731,,,Australian psychedelic rock / heavy metal band,,,Black Magick SS,https://www.wikidata.org/wiki/Q92275731,,musical group,,,
Q880384,,,band,,,Black Majesty,https://www.wikidata.org/wiki/Q880384,1/1/2002,musical group,,,
Q4921910,,,Australian heavy metal band,,,Black Steel,https://www.wikidata.org/wiki/Q4921910,,musical group,,,
Q4922764,,,,,,Blackchords,https://www.wikidata.org/wiki/Q4922764,1/1/2005,musical group,,,
Q4922828,,,,,,Blackfeather,https://www.wikidata.org/wiki/Q4922828,,musical group,,,
Q16823478,,,,,,Blackfire,https://www.wikidata.org/wiki/Q16823478,,musical group,,,
Q4923434,,,Australia band,,,Blackstorm,https://www.wikidata.org/wiki/Q4923434,,musical group,,,
Q4923756,,,,,,Blades,https://www.wikidata.org/wiki/Q4923756,1/1/2000,musical group,,,
Q21081813,,,Australian band,,,Blank Realm,https://www.wikidata.org/wiki/Q21081813,,musical group,,,
Q16246442,,,,,,Bleeding Knees Club,https://www.wikidata.org/wiki/Q16246442,,musical group,,,
Q4926497,,,band,,,Blind,https://www.wikidata.org/wiki/Q4926497,1/1/1999,musical group,,,
Q4035202,,,Australian hip hop trio,,,Bliss n Eso,https://www.wikidata.org/wiki/Q4035202,,musical group,,,
Q4927015,,,,,,Blizzard Brothers Inc.,https://www.wikidata.org/wiki/Q4927015,,musical group,,,
Q2018239,,,band that plays deathgrind,,,Blood Duster,https://www.wikidata.org/wiki/Q2018239,1/1/1991,musical group,,,
Q30323568,,,,,,Bloodloss,https://www.wikidata.org/wiki/Q30323568,1/1/1982,musical group,,,
Q4929153,,,,,,Blue Grassy Knoll,https://www.wikidata.org/wiki/Q4929153,,musical group,,,
Q885745,,,band,,,Blue King Brown,https://www.wikidata.org/wiki/Q885745,1/1/2004,musical group,,,
Q28421795,,,,,,Blue Ruin,https://www.wikidata.org/wiki/Q28421795,,musical group,,,
Q4929829,,,,,,Blue Shaddy,https://www.wikidata.org/wiki/Q4929829,1/1/2001,musical group,,,
Q4930270,,,band,,,Bluebottle Kiss,https://www.wikidata.org/wiki/Q4930270,,musical group,,,
Q4930371,,,Australian indie rock band,,,Bluejuice,https://www.wikidata.org/wiki/Q4930371,1/1/2001,musical group,,,
Q4930374,,,,,,Blueline Medic,https://www.wikidata.org/wiki/Q4930374,,musical group,,,
Q56276705,,,,,,Bluetile Lounge,https://www.wikidata.org/wiki/Q56276705,,musical group,,,
Q4931036,,,psychedelic rock band,,,Bo-Weevils,https://www.wikidata.org/wiki/Q4931036,1/1/1985,musical group,,,
Q4934702,,,,,,Bobby & Laurie,https://www.wikidata.org/wiki/Q4934702,1/1/1964,musical group,,,
Q600519,,,Australian pop punk band,,,Bodyjar,https://www.wikidata.org/wiki/Q600519,1/1/1990,musical group,,,
Q4940443,,,,,,Bomba,https://www.wikidata.org/wiki/Q4940443,,musical group,,,
Q15623395,,,band,,,Bombs Away,https://www.wikidata.org/wiki/Q15623395,1/1/2010,musical group,,,
Q310080,,,Australian/British string quartet,,,BOND,https://www.wikidata.org/wiki/Q310080,1/1/2000,musical group,,,
Q27916354,,,,,,Bondi Cigars,https://www.wikidata.org/wiki/Q27916354,1/1/1989,musical group,,,
Q39057311,,,,,,Boo Seeka,https://www.wikidata.org/wiki/Q39057311,,musical group,,,
Q4943424,,,Australian band,,,Boom Crash Opera,https://www.wikidata.org/wiki/Q4943424,1/1/1985,musical group,,,
Q27817031,,,,,,Bootleg Family Band,https://www.wikidata.org/wiki/Q27817031,1/1/1972,musical group,,,
Q4944815,,,,,,Bored!,https://www.wikidata.org/wiki/Q4944815,1/1/1987,musical group,,,
Q51029774,,,,,,Boris the Blade,https://www.wikidata.org/wiki/Q51029774,,musical group,,,
Q28404918,,,,,,Born Lion,https://www.wikidata.org/wiki/Q28404918,,musical group,,,
Q4946050,,,band,,,Borne,https://www.wikidata.org/wiki/Q4946050,,musical group,,,
Q4947487,,,"hard rock/heavy metal band from Sydney, Australia",,,Boss,https://www.wikidata.org/wiki/Q4947487,,musical group,,,
Q4951639,,,Australian band,,,Boxcar,https://www.wikidata.org/wiki/Q4951639,,musical group,,,
Q4411699,,,,,,Boy & Bear,https://www.wikidata.org/wiki/Q4411699,1/1/2009,musical group,,,
Q4952640,,,Australian hard rock band,,,Boys,https://www.wikidata.org/wiki/Q4952640,1/1/1977,musical group,,,
Q58009687,,,Australian musical group,,,Boys in Black,https://www.wikidata.org/wiki/Q58009687,,musical group,,,
Q4959259,,,,,,Break Even,https://www.wikidata.org/wiki/Q4959259,1/1/2005,musical group,,,
Q60846757,,,,,,Breaking Orbit,https://www.wikidata.org/wiki/Q60846757,,musical group,,,
Q85748811,,,Australian band,,,Breathe,https://www.wikidata.org/wiki/Q85748811,,musical group,,,
Q4962002,,,Australian hip-hop group,,,Brethren,https://www.wikidata.org/wiki/Q4962002,1/1/1989,musical group,,,
Q4966167,,,Australian band,,,Bridezilla,https://www.wikidata.org/wiki/Q4966167,1/1/2005,musical group,,,
Q917201,,,band,,,Brillig,https://www.wikidata.org/wiki/Q917201,,musical group,,,
Q16237311,,,,,,Brisbane City Temple Band,https://www.wikidata.org/wiki/Q16237311,,musical group,,,
Q4968591,,,,,,Brisbane Municipal Concert Band,https://www.wikidata.org/wiki/Q4968591,1/1/1903,musical group,,,
Q4968599,,,,,,Brisbane Philharmonic Orchestra,https://www.wikidata.org/wiki/Q4968599,1/1/1999,musical group,,,
Q4970092,,,Australian indie rock band,,,British India,https://www.wikidata.org/wiki/Q4970092,1/1/2004,musical group,,,
Q4972712,,,Melbourne rock band,,,Brock Downey,https://www.wikidata.org/wiki/Q4972712,,musical group,,,
Q4973386,,,,,,Broken Head,https://www.wikidata.org/wiki/Q4973386,,musical group,,,
Q97159462,,,collaborative project between producers Odesza and Golden Features,,,Bronson,https://www.wikidata.org/wiki/Q97159462,,musical group,,,
Q51029673,,,Australian sludge band,,,Broozer,https://www.wikidata.org/wiki/Q51029673,,musical group,,,
Q4975463,,,band,,,Brother,https://www.wikidata.org/wiki/Q4975463,1/1/1992,musical group,,,
Q17512340,,,Australian punk rock band,,,Brother Brick,https://www.wikidata.org/wiki/Q17512340,1/1/1991,musical group,,,
Q4975642,,,,,,Brothers3,https://www.wikidata.org/wiki/Q4975642,1/1/2009,musical group,,,
Q4976568,,,,,,Browning Mummery,https://www.wikidata.org/wiki/Q4976568,,musical group,,,
Q4982557,,,,,,Buchanan,https://www.wikidata.org/wiki/Q4982557,1/1/2009,musical group,,,
Q550464,,,"Heavy Psych band formed in Sydney, Australia in 1971",,,Buffalo,https://www.wikidata.org/wiki/Q550464,1/1/1971,musical group,,,
Q39073422,,,,,,Bughouse,https://www.wikidata.org/wiki/Q39073422,1/1/1989,musical group,,,
Q105333618,,,"Australian three-piece rock band from Brisbane, Queensland",,,Bugs,https://www.wikidata.org/wiki/Q105333618,,musical group,,,
Q4996827,,,Australian rock band,,,Bullethead,https://www.wikidata.org/wiki/Q4996827,,musical group,,,
Q4454599,,,Australian metalcore band,,,Buried In Verona,https://www.wikidata.org/wiki/Q4454599,1/1/2007,musical group,,,
Q28468262,,,Australian band,,,Burn in Hell,https://www.wikidata.org/wiki/Q28468262,,musical group,,,
Q27817011,,,,,,Burns Cotton & Morris,https://www.wikidata.org/wiki/Q27817011,1/1/1996,musical group,,,
Q5000143,,,,,,Burnside Symphony Orchestra,https://www.wikidata.org/wiki/Q5000143,,musical group,,,
Q5001297,,,Australian blues and roots duo,,,Busby Marou,https://www.wikidata.org/wiki/Q5001297,,musical group,,,
Q1017760,,,hard rock band from Australia,,,Buster Brown,https://www.wikidata.org/wiki/Q1017760,1/1/1973,musical group,,,
Q47202876,,,,,,Butchers Harem,https://www.wikidata.org/wiki/Q47202876,1/1/2004,musical group,,,
Q5002896,,,Australian band,,,Butterfingers,https://www.wikidata.org/wiki/Q5002896,,musical group,,,
Q61927481,,,,,,c o l d k i s s,https://www.wikidata.org/wiki/Q61927481,,musical group,,,
Q634313,,,Australian band,,,Cabin Crew,https://www.wikidata.org/wiki/Q634313,,musical group,,,
Q5019533,,,,,,Calerway,https://www.wikidata.org/wiki/Q5019533,,musical group,,,
Q5021344,,,Australian techno-grunge band,,,Caligula,https://www.wikidata.org/wiki/Q5021344,,musical group,,,
Q25189199,,,Australian progressive metal band,,,Caligula's Horse,https://www.wikidata.org/wiki/Q25189199,,musical group,,,
Q2934198,,,Australian rock band,,,Calling All Cars,https://www.wikidata.org/wiki/Q2934198,1/1/2006,musical group,,,
Q16259014,,,,,,Cam-Pact,https://www.wikidata.org/wiki/Q16259014,1/1/1967,musical group,,,
