ID,associatedWithOccupation,contactDetails,description,endDate,function,name,sourceRecordLink,startDate,type,url,warning,workCount
Q1279713,,,band,,,Electric Hippies,https://www.wikidata.org/wiki/Q1279713,1/1/1993,musical group,,,
Q1154685,,,band,,,Electric Mary,https://www.wikidata.org/wiki/Q1154685,,musical group,,,
Q5357447,,,"Australian pop rock band formed in Sydney, 1983, headed by Lin Buckfield",,,Electric Pandas,https://www.wikidata.org/wiki/Q5357447,1/1/1983,musical group,,,
Q5358667,,,,,,Elegeion,https://www.wikidata.org/wiki/Q5358667,1/1/1997,musical group,,,
Q5359808,,,,,,Eleventh He Reaches London,https://www.wikidata.org/wiki/Q5359808,,musical group,,,
Q25056516,,,Australian band,,,Elixir,https://www.wikidata.org/wiki/Q25056516,1/1/1997,musical group,,,
Q5365408,,,Australian indie pop band,,,Ellington,https://www.wikidata.org/wiki/Q5365408,,musical group,,,
Q16835073,,,Australian alternative rock band,,,Elora Danan,https://www.wikidata.org/wiki/Q16835073,1/1/2006,musical group,,,
Q16835083,,,Australian pop band,,,Elsewhere,https://www.wikidata.org/wiki/Q16835083,1/1/2000,musical group,,,
Q9253053,,,,,,Elysian Blaze,https://www.wikidata.org/wiki/Q9253053,,musical group,,,
Q5370112,,,,,,Embodiment 12:14,https://www.wikidata.org/wiki/Q5370112,,musical group,,,
Q5370238,,,,,,Embryonic Soul,https://www.wikidata.org/wiki/Q5370238,1/1/1998,musical group,,,
Q5372490,,,Australian symphony orchestra,,,Eminence Symphony Orchestra,https://www.wikidata.org/wiki/Q5372490,1/1/2003,musical group,,,
Q1141426,,,Australian electronic music duo,,,Empire of the Sun,https://www.wikidata.org/wiki/Q1141426,1/1/2007,musical group,,,
Q5374227,,,,,,Empires of Eden,https://www.wikidata.org/wiki/Q5374227,1/1/2008,musical group,,,
Q5375831,,,,,,End of Fashion,https://www.wikidata.org/wiki/Q5375831,1/1/2004,musical group,,,
Q5376401,,,,,,Endorphin,https://www.wikidata.org/wiki/Q5376401,,musical group,,,
Q5376817,,,,,,Enerate,https://www.wikidata.org/wiki/Q5376817,,musical group,,,
Q5379378,,,,,,Enola Fall,https://www.wikidata.org/wiki/Q5379378,,musical group,,,
Q51028891,,,Australian thrash metal band,,,Envenomed,https://www.wikidata.org/wiki/Q51028891,,musical group,,,
Q5382662,,,,,,Epicure,https://www.wikidata.org/wiki/Q5382662,,musical group,,,
Q28316990,,,,,,Epizo Bangoura and African Express,https://www.wikidata.org/wiki/Q28316990,1/1/1993,musical group,,,
Q66108960,,,all-female Australian band,,,Erthlings,https://www.wikidata.org/wiki/Q66108960,,musical group,,,
Q51029929,,,,,,Eskhaton,https://www.wikidata.org/wiki/Q51029929,,musical group,,,
Q1367820,,,Australian band,,,Eskimo Joe,https://www.wikidata.org/wiki/Q1367820,1/1/1997,musical group,,,
Q51029935,,,,,,Eternal Rest,https://www.wikidata.org/wiki/Q51029935,,musical group,,,
Q5410635,,,Australian band,,,Euphoria,https://www.wikidata.org/wiki/Q5410635,,musical group,,,
Q16835831,,,,,,Eurogliders,https://www.wikidata.org/wiki/Q16835831,1/1/1980,musical group,,,
Q5415194,,,,,,Eva Trout,https://www.wikidata.org/wiki/Q5415194,,musical group,,,
Q5416495,,,Australian band,,,Even,https://www.wikidata.org/wiki/Q5416495,1/1/1994,musical group,,,
Q5416497,,,Australian indie pop band,,,Even As We Speak,https://www.wikidata.org/wiki/Q5416497,,musical group,,,
Q898598,,,rock band from New Zealand,,,Evermore,https://www.wikidata.org/wiki/Q898598,1/1/1999,musical group,,,
Q3062076,,,Australian band,,,Expatriate,https://www.wikidata.org/wiki/Q3062076,1/1/2005,musical group,,,
Q5421285,,,Australian punk-pop band,,,Exploding White Mice,https://www.wikidata.org/wiki/Q5421285,1/1/1983,musical group,,,
Q5421771,,,Rock band,,,Exserts,https://www.wikidata.org/wiki/Q5421771,,musical group,,,
Q19873265,,,,,,Extortion,https://www.wikidata.org/wiki/Q19873265,1/1/2005,musical group,,,
Q19873268,,,,,,Eye of the Enemy,https://www.wikidata.org/wiki/Q19873268,,musical group,,,
Q1385754,,,band,,,Eyefear,https://www.wikidata.org/wiki/Q1385754,,musical group,,,
Q5431262,,,,,,Faith in Plastics,https://www.wikidata.org/wiki/Q5431262,1/1/2002,musical group,,,
Q3307572,,,Australian alternative rock band,,,Faker,https://www.wikidata.org/wiki/Q3307572,1/1/1996,musical group,,,
Q5432325,,,Australian alternative rock band,,,Falling Joys,https://www.wikidata.org/wiki/Q5432325,1/1/1985,musical group,,,
Q28429895,,,progressive rock super-group formed by ex-pat Australians and New Zealanders in mid-1970,,,Fanny Adams,https://www.wikidata.org/wiki/Q28429895,1/1/1970,musical group,,,
Q5434596,,,,,,Far Out Corporation,https://www.wikidata.org/wiki/Q5434596,,musical group,,,
Q29168102,,,American country music band,,,Fargone Beauties,https://www.wikidata.org/wiki/Q29168102,,musical group,,,
Q5437209,,,,,,Fat Mans Cleavage,https://www.wikidata.org/wiki/Q5437209,,musical group,,,
Q5439513,,,,,,Fearscape,https://www.wikidata.org/wiki/Q5439513,1/1/2000,musical group,,,
Q5439628,,,"Australian band from Brisbane, Queensland",,,Feathers,https://www.wikidata.org/wiki/Q5439628,,musical group,,,
Q19244922,,,,,,Feed Her to the Sharks,https://www.wikidata.org/wiki/Q19244922,1/1/2008,musical group,,,
Q5441252,,,,,,Feedtime,https://www.wikidata.org/wiki/Q5441252,,musical group,,,
Q5446817,,,,,,Fido,https://www.wikidata.org/wiki/Q5446817,1/1/1999,musical group,,,
Q5449337,,,,,,Finabah,https://www.wikidata.org/wiki/Q5449337,,musical group,,,
Q5449769,,,,,,Finatik N Zac,https://www.wikidata.org/wiki/Q5449769,1/1/2005,musical group,,,
Q5449809,,,Australian band,,,Finch,https://www.wikidata.org/wiki/Q5449809,1/1/1973,musical group,,,
Q5450320,,,,,,Fini Scad,https://www.wikidata.org/wiki/Q5450320,,musical group,,,
Q5451247,,,Australian indie rock band,,,"Fire! Santa Rosa, Fire!",https://www.wikidata.org/wiki/Q5451247,1/1/2006,musical group,,,
Q5451717,,,,,,Fireballs,https://www.wikidata.org/wiki/Q5451717,1/1/1990,musical group,,,
Q5451883,,,,,,Firekites,https://www.wikidata.org/wiki/Q5451883,1/1/2005,musical group,,,
Q5455723,,,,,,Fitzroy Xpress,https://www.wikidata.org/wiki/Q5455723,1/1/1982,musical group,,,
Q5456141,,,,,,Five Star Prison Cell,https://www.wikidata.org/wiki/Q5456141,1/1/2004,musical group,,,
Q28429927,,,Australian pop-rock group,,,Flake,https://www.wikidata.org/wiki/Q28429927,1/1/1968,musical group,,,
Q488899,,,Australian new wave musical group,,,Flash and the Pan,https://www.wikidata.org/wiki/Q488899,1/1/1976,musical group,,,
Q3793151,,,Australian electronic producer duo,,,Flight Facilities,https://www.wikidata.org/wiki/Q3793151,,musical group,,,
Q50800548,,,,,,Flinders Quartet,https://www.wikidata.org/wiki/Q50800548,,musical group,,,
Q5459881,,,,,,Floating Me,https://www.wikidata.org/wiki/Q5459881,1/1/2009,musical group,,,
Q50168929,,,1980s Australian disco-funk band,,,Flotsam Jetsam,https://www.wikidata.org/wiki/Q50168929,,musical group,,,
Q57594032,,,,,,Flowers For Bodysnatchers,https://www.wikidata.org/wiki/Q57594032,1/1/2010,musical group,,,
Q5463411,,,,,,Flying Emus,https://www.wikidata.org/wiki/Q5463411,,musical group,,,
Q935068,,,solo project of Australian musician JG Thirwell,,,Foetus,https://www.wikidata.org/wiki/Q935068,1/1/1981,musical group,,,
Q23019741,,,Australian metalcore band,,,For All Eternity,https://www.wikidata.org/wiki/Q23019741,1/1/2008,musical group,,,
Q5466761,,,Australian-American pop duo,,,For King & Country,https://www.wikidata.org/wiki/Q5466761,1/1/2007,musical group,,,
Q27916488,,,,,,Foreign Heights,https://www.wikidata.org/wiki/Q27916488,1/1/2006,musical group,,,
Q5469709,,,,,,Forgiven Rival,https://www.wikidata.org/wiki/Q5469709,1/1/2005,musical group,,,
Q5470699,,,band from Australia,,,Fort,https://www.wikidata.org/wiki/Q5470699,,musical group,,,
Q5474247,,,,,,found: quantity of sheep,https://www.wikidata.org/wiki/Q5474247,,musical group,,,
Q5474984,,,,,,FourPlay String Quartet,https://www.wikidata.org/wiki/Q5474984,1/1/1995,musical group,,,
Q5476095,,,,,,Fourth Floor Collapse,https://www.wikidata.org/wiki/Q5476095,1/1/1998,musical group,,,
Q51029724,,,,,,Fracture,https://www.wikidata.org/wiki/Q51029724,,musical group,,,
Q16837635,,,,,,Frankenbok,https://www.wikidata.org/wiki/Q16837635,1/1/1997,musical group,,,
Q16837666,,,,,,Frankston Symphony Orchestra,https://www.wikidata.org/wiki/Q16837666,,musical group,,,
Q3033248,,,band,,,Fraternity,https://www.wikidata.org/wiki/Q3033248,1/1/1973,musical group,,,
Q5494222,,,,,,Freaked Out Flower Children,https://www.wikidata.org/wiki/Q5494222,,musical group,,,
Q5502801,,,Australian band,,,Frente!,https://www.wikidata.org/wiki/Q5502801,1/1/1991,musical group,,,
Q750607,,,band,,,Frenzal Rhomb,https://www.wikidata.org/wiki/Q750607,1/1/1992,musical group,,,
Q5505787,,,,,,Front End Loader,https://www.wikidata.org/wiki/Q5505787,1/1/1991,musical group,,,
Q5506140,,,Australian pop music group,,,Frost,https://www.wikidata.org/wiki/Q5506140,1/1/1997,musical group,,,
Q5506356,,,Australian indie folk rock band,,,Fruit,https://www.wikidata.org/wiki/Q5506356,1/1/1995,musical group,,,
Q1472722,,,Australian grindcore band,,,Fuck...I'm Dead,https://www.wikidata.org/wiki/Q1472722,,musical group,,,
Q5508041,,,rock and roll band,,,Full Fathom Five,https://www.wikidata.org/wiki/Q5508041,,musical group,,,
Q5508134,,,,,,Full Scale,https://www.wikidata.org/wiki/Q5508134,,musical group,,,
Q5508685,,,,,,Fun Things,https://www.wikidata.org/wiki/Q5508685,,musical group,,,
Q5509272,,,,,,Funkoars,https://www.wikidata.org/wiki/Q5509272,1/1/1999,musical group,,,
Q5509840,,,Australian metal band,,,Fury,https://www.wikidata.org/wiki/Q5509840,1/1/1993,musical group,,,
Q96378900,,,Australian electronic group,,,Future Sound of Melbourne,https://www.wikidata.org/wiki/Q96378900,,musical group,,,
Q85845976,,,Australian band,,,Galadriel,https://www.wikidata.org/wiki/Q85845976,,musical group,,,
Q5517960,,,Australian jazz band,,,Galapagos Duck,https://www.wikidata.org/wiki/Q5517960,,musical group,,,
Q3093109,,,Australian band,,,Gang Gajang,https://www.wikidata.org/wiki/Q3093109,1/1/1984,musical group,,,
Q22080817,,,"sydney, australia indie rock mood",,,Gang of Youths,https://www.wikidata.org/wiki/Q22080817,1/1/2010,musical group,,,
Q51029946,,,,,,Gape,https://www.wikidata.org/wiki/Q51029946,,musical group,,,
Q101116508,,,Aboriginal Australian musical group,,,Garrangali Band,https://www.wikidata.org/wiki/Q101116508,,musical group,,,
Q48970380,,,,,,Geelong Symphony Orchestra,https://www.wikidata.org/wiki/Q48970380,,musical group,,,
Q5530003,,,,,,Geeza,https://www.wikidata.org/wiki/Q5530003,1/1/1973,musical group,,,
Q5530220,,,Australian pop rock band,,,Geisha,https://www.wikidata.org/wiki/Q5530220,1/1/2007,musical group,,,
Q5530389,,,,,,Gelbison,https://www.wikidata.org/wiki/Q5530389,1/1/2000,musical group,,,
Q5535906,,,Australian rock band,,,George,https://www.wikidata.org/wiki/Q5535906,,musical group,,,
Q5547478,,,,,,Georgia Fair,https://www.wikidata.org/wiki/Q5547478,,musical group,,,
Q5550946,,,Australian band formed in 1993,,,Gerling,https://www.wikidata.org/wiki/Q5550946,1/1/1993,musical group,,,
Q83386662,,,all-female band from Australia,,,Germein,https://www.wikidata.org/wiki/Q83386662,,musical group,,,
Q16838879,,,,,,Gersey,https://www.wikidata.org/wiki/Q16838879,,musical group,,,
Q5557457,,,,,,Ghostwood,https://www.wikidata.org/wiki/Q5557457,,musical group,,,
Q5557459,,,Australian rock band,,,Ghostwriters,https://www.wikidata.org/wiki/Q5557459,1/1/1990,musical group,,,
Q5564404,,,all-female Australian rock band,,,Girl Monstar,https://www.wikidata.org/wiki/Q5564404,1/1/1988,musical group,,,
Q24851746,,,Australian pop rock band,,,Girl Overboard,https://www.wikidata.org/wiki/Q24851746,,musical group,,,
Q5564501,,,,,,Girlband,https://www.wikidata.org/wiki/Q5564501,,musical group,,,
Q5564521,,,Australian band,,,Girlfriend,https://www.wikidata.org/wiki/Q5564521,1/1/1991,musical group,,,
Q55612692,,,,,,Glades (band),https://www.wikidata.org/wiki/Q55612692,,musical group,,,
Q5567086,,,,,,Glass Towers,https://www.wikidata.org/wiki/Q5567086,1/1/2008,musical group,,,
Q61045235,,,,,,Glitoris,https://www.wikidata.org/wiki/Q61045235,,musical group,,,
Q1533433,,,band,,,Goanna,https://www.wikidata.org/wiki/Q1533433,1/1/1977,musical group,,,
Q5575799,,,Australian band,,,God,https://www.wikidata.org/wiki/Q5575799,1/1/1987,musical group,,,
Q5576755,,,Australian metalcore band,,,Godnose,https://www.wikidata.org/wiki/Q5576755,1/1/1995,musical group,,,
Q5576933,,,Australian band,,,Godstar,https://www.wikidata.org/wiki/Q5576933,1/1/1991,musical group,,,
Q4218551,,,quartet,,,Goldner String Quartet,https://www.wikidata.org/wiki/Q4218551,1/1/1995,musical group,,,
Q16839616,,,Australian ambient music band,,,Gondwanaland,https://www.wikidata.org/wiki/Q16839616,1/1/1981,musical group,,,
Q5582643,,,,,,Good Heavens,https://www.wikidata.org/wiki/Q5582643,,musical group,,,
Q16839662,,,,,,Goodbyemotel,https://www.wikidata.org/wiki/Q16839662,1/1/2008,musical group,,,
Q51029592,,,Australian thrash metal band,,,Gorefield,https://www.wikidata.org/wiki/Q51029592,,musical group,,,
Q1538574,,,band,,,Gospel of the Horns,https://www.wikidata.org/wiki/Q1538574,1/1/1993,musical group,,,
Q5587711,,,,,,Gota Cola,https://www.wikidata.org/wiki/Q5587711,,musical group,,,
Q5592562,,,Band,,,Grafton Primary,https://www.wikidata.org/wiki/Q5592562,1/1/2006,musical group,,,
Q30110120,,,,,,Grand Atlantic,https://www.wikidata.org/wiki/Q30110120,,musical group,,,
Q51029961,,,,,,Grannyfist,https://www.wikidata.org/wiki/Q51029961,,musical group,,,
Q23019751,,,Australian Christian metal band,,,Grave Forsaken,https://www.wikidata.org/wiki/Q23019751,1/1/2004,musical group,,,
Q97515940,,,Australian indie rock band,,,Great Gable,https://www.wikidata.org/wiki/Q97515940,,musical group,,,
Q28225692,,,,,,Grenade,https://www.wikidata.org/wiki/Q28225692,,musical group,,,
Q5608146,,,,,,Grey Daturas,https://www.wikidata.org/wiki/Q5608146,1/1/2001,musical group,,,
Q3031845,,,Australian rock band,,,Grinspoon,https://www.wikidata.org/wiki/Q3031845,1/1/1995,musical group,,,
Q16840343,,,Australian punk rock band,,,Grong Grong,https://www.wikidata.org/wiki/Q16840343,,musical group,,,
Q5610867,,,Australian band,,,Ground Level,https://www.wikidata.org/wiki/Q5610867,1/1/1990,musical group,,,
Q5514723,,,,,,GTO,https://www.wikidata.org/wiki/Q5514723,1/1/1999,musical group,,,
Q5617819,,,,,,Gully Platoon,https://www.wikidata.org/wiki/Q5617819,,musical group,,,
Q5621910,,,,,,Guttersnipes,https://www.wikidata.org/wiki/Q5621910,1/1/1989,musical group,,,
Q1558491,,,band,,,Gypsy & The Cat,https://www.wikidata.org/wiki/Q1558491,,musical group,,,
Q18640459,,,,,,Gypsys Gift,https://www.wikidata.org/wiki/Q18640459,1/1/2011,musical group,,,
Q2380112,,,Australian rock band,,,Gyroscope,https://www.wikidata.org/wiki/Q2380112,1/1/1997,musical group,,,
Q51029971,,,,,,Hackxwhore,https://www.wikidata.org/wiki/Q51029971,,musical group,,,
Q24263029,,,Australian alt-country band,,,Halfway,https://www.wikidata.org/wiki/Q24263029,1/1/2000,musical group,,,
Q5643312,,,metal band,,,Halo,https://www.wikidata.org/wiki/Q5643312,1/1/1994,musical group,,,
Q5643374,,,Australian musical group,,,Halogen,https://www.wikidata.org/wiki/Q5643374,1/1/1998,musical group,,,
Q15238671,,,,,,Hand of Mercy,https://www.wikidata.org/wiki/Q15238671,,musical group,,,
Q1575142,,,Australian rock band,,,Hands Like Houses,https://www.wikidata.org/wiki/Q1575142,1/1/2006,musical group,,,
Q5653213,,,,,,Happyland,https://www.wikidata.org/wiki/Q5653213,1/1/1998,musical group,,,
Q1584967,,,Australian band,,,Hard Candy,https://www.wikidata.org/wiki/Q1584967,,musical group,,,
Q2246721,,,band that plays punk rock,,,Hard-Ons,https://www.wikidata.org/wiki/Q2246721,1/1/1981,musical group,,,
Q18160874,,,,,,Harem Scarem,https://www.wikidata.org/wiki/Q18160874,1/1/1982,musical group,,,
Q5658655,,,,,,Harlequin League,https://www.wikidata.org/wiki/Q5658655,1/1/2007,musical group,,,
Q48962931,,,Australian band,,,Harlott,https://www.wikidata.org/wiki/Q48962931,1/1/2006,musical group,,,
Q5673642,,,,,,Harry and Wilga Williams,https://www.wikidata.org/wiki/Q5673642,,musical group,,,
Q55639866,,,Australian pop band,,,Have a Nice Day (band),https://www.wikidata.org/wiki/Q55639866,1/1/1989,musical group,,,
Q55613529,,,Australian band,,,Header (band),https://www.wikidata.org/wiki/Q55613529,,musical group,,,
Q15053626,,,,,,Headkase,https://www.wikidata.org/wiki/Q15053626,1/1/2001,musical group,,,
Q5692669,,,,,,Heartbreak Club,https://www.wikidata.org/wiki/Q5692669,,musical group,,,
Q3784014,,,Australian heavy metal band,,,Heaven,https://www.wikidata.org/wiki/Q3784014,1/1/1980,musical group,,,
Q48812104,,,,,,Heaven Scent,https://www.wikidata.org/wiki/Q48812104,,musical group,,,
Q18559324,,,,,,Heaven the Axe,https://www.wikidata.org/wiki/Q18559324,1/1/2007,musical group,,,
Q5695221,,,Australian hard rock band,,,Heavy Weight Champ,https://www.wikidata.org/wiki/Q5695221,1/1/1999,musical group,,,
Q16842238,,,,,,Helicopters,https://www.wikidata.org/wiki/Q16842238,1/1/1980,musical group,,,
Q5705325,,,,,,Heligoland,https://www.wikidata.org/wiki/Q5705325,1/1/1999,musical group,,,
Q16842271,,,,,,Hell City Glamours,https://www.wikidata.org/wiki/Q16842271,,musical group,,,
Q1602699,,,band,,,Hellbringer,https://www.wikidata.org/wiki/Q1602699,,musical group,,,
Q28429862,,,Australian hardcore punk band,,,Hellions,https://www.wikidata.org/wiki/Q28429862,1/1/2013,musical group,,,
Q56294730,,,,,,Hemina,https://www.wikidata.org/wiki/Q56294730,,musical group,,,
Q5716847,,,,,,Henry's Anger,https://www.wikidata.org/wiki/Q5716847,,musical group,,,
Q5732370,,,Australian indie pop rock band,,,Her Name in Lights,https://www.wikidata.org/wiki/Q5732370,,musical group,,,
Q99534957,,,Australian band (1980-),,,Heroes,https://www.wikidata.org/wiki/Q99534957,1/1/1980,musical group,,,
Q23009713,,,Australian band,,,Herratik,https://www.wikidata.org/wiki/Q23009713,,musical group,,,
Q5750135,,,Australian children's musical group,,,Hi-5,https://www.wikidata.org/wiki/Q5750135,1/1/1998,musical group,,,
Q16842912,,,Australian band,,,Hiatus Kaiyote,https://www.wikidata.org/wiki/Q16842912,1/1/2011,musical group,,,
Q31836927,,,,,,Hidden Intent,https://www.wikidata.org/wiki/Q31836927,,musical group,,,
Q15052724,,,Australian indie band,,,High Highs,https://www.wikidata.org/wiki/Q15052724,1/1/2010,musical group,,,
Q20684176,,,,,,High Tension,https://www.wikidata.org/wiki/Q20684176,,musical group,,,
Q1036439,,,Australian worship band,,,Hillsong United,https://www.wikidata.org/wiki/Q1036439,1/1/1994,musical group,,,
Q22121828,,,Australian praise and worship group,,,Hillsong Worship,https://www.wikidata.org/wiki/Q22121828,1/1/1983,musical group,,,
Q23007879,,,contemporary worship music group,,,Hillsong Young & Free,https://www.wikidata.org/wiki/Q23007879,1/1/2012,musical group,,,
Q1618844,,,Australian hip-hop group,,,Hilltop Hoods,https://www.wikidata.org/wiki/Q1618844,1/1/1991,musical group,,,
Q5772105,,,,,,His Majesty,https://www.wikidata.org/wiki/Q5772105,1/1/1983,musical group,,,
Q5874675,,,,,,Hobart Chamber Orchestra,https://www.wikidata.org/wiki/Q5874675,1/1/1987,musical group,,,
Q1621572,,,band,,,Hobbs' Angel of Death,https://www.wikidata.org/wiki/Q1621572,1/1/1985,musical group,,,
Q27817627,,,"Australian surf rock band from Windang, New South Wales",,,Hockey Dad,https://www.wikidata.org/wiki/Q27817627,1/1/2013,musical group,,,
Q25352124,,,Australian indie rock band,,,Holy Holy,https://www.wikidata.org/wiki/Q25352124,1/1/2013,musical group,,,
Q1369321,,,Australian rock band formed in 1981,,,Hoodoo Gurus,https://www.wikidata.org/wiki/Q1369321,1/1/1981,musical group,,,
Q5898197,,,,,,Hooley Dooleys,https://www.wikidata.org/wiki/Q5898197,1/1/1996,musical group,,,
Q915366,,,unblack metal project,,,Horde,https://www.wikidata.org/wiki/Q915366,1/1/2007,musical group,,,
Q1628978,,,band,,,Horse Stories,https://www.wikidata.org/wiki/Q1628978,,musical group,,,
Q5905782,,,,,,Horsehead,https://www.wikidata.org/wiki/Q5905782,,musical group,,,
Q5905824,,,,,,Horsell Common,https://www.wikidata.org/wiki/Q5905824,,musical group,,,
Q5908901,,,Australian hard rock band,,,Hoss,https://www.wikidata.org/wiki/Q5908901,,musical group,,,
Q33190274,,,,,,Hot City Bump Band,https://www.wikidata.org/wiki/Q33190274,1/1/1973,musical group,,,
Q47164123,,,,,,Hot Rollers,https://www.wikidata.org/wiki/Q47164123,,musical group,,,
Q5913829,,,,,,House Vs. Hurricane,https://www.wikidata.org/wiki/Q5913829,1/1/2006,musical group,,,
Q1632042,,,Australian indie rock band,,,Howling Bells,https://www.wikidata.org/wiki/Q1632042,1/1/2004,musical group,,,
Q5636130,,,Australian band,,,HTRK,https://www.wikidata.org/wiki/Q5636130,,musical group,,,
Q1636547,,,Australian band,,,Human Nature,https://www.wikidata.org/wiki/Q1636547,1/1/1989,musical group,,,
Q2234960,,,band that plays indie pop,,,Hungry Kids of Hungary,https://www.wikidata.org/wiki/Q2234960,1/1/2008,musical group,,,
Q2039127,,,Australian band,,,Hunters & Collectors,https://www.wikidata.org/wiki/Q2039127,1/1/1981,musical group,,,
Q5944904,,,,,,Hunting Grounds,https://www.wikidata.org/wiki/Q5944904,,musical group,,,
Q5949197,,,1970s Australian glam rock pop group,,,Hush,https://www.wikidata.org/wiki/Q5949197,1/1/1971,musical group,,,
Q5949369,,,band,,,Husky,https://www.wikidata.org/wiki/Q5949369,,musical group,,,
Q16845977,,,,,,Hyjak N Torcha,https://www.wikidata.org/wiki/Q16845977,,musical group,,,
Q59463581,,,Australian band,,,I Exist,https://www.wikidata.org/wiki/Q59463581,1/1/2008,musical group,,,
Q1655169,,,,,,I Heart Hiroshima,https://www.wikidata.org/wiki/Q1655169,,musical group,,,
Q1655211,,,Australian metalcore band,,,I Killed the Prom Queen,https://www.wikidata.org/wiki/Q1655211,1/1/2000,musical group,,,
Q12656535,,,Australian pop band,,,I'm Talking,https://www.wikidata.org/wiki/Q12656535,1/1/1983,musical group,,,
Q46995079,,,Australian band,,,Icarus Lives,https://www.wikidata.org/wiki/Q46995079,1/1/2014,musical group,,,
Q5985613,,,,,,Icecream Hands,https://www.wikidata.org/wiki/Q5985613,1/1/1992,musical group,,,
Q617671,,,Australian rock band (initially known as Flowers),,,Icehouse,https://www.wikidata.org/wiki/Q617671,1/1/1977,musical group,,,
Q51029688,,,,,,Iconic Vivisect,https://www.wikidata.org/wiki/Q51029688,,musical group,,,
Q31836833,,,,,,Ignivomous,https://www.wikidata.org/wiki/Q31836833,,musical group,,,
Q2620883,,,,,,Ikon,https://www.wikidata.org/wiki/Q2620883,1/1/1991,musical group,,,
Q5998427,,,,,,Ilium,https://www.wikidata.org/wiki/Q5998427,1/1/1990,musical group,,,
Q5998510,,,,,,Ilkari Maru,https://www.wikidata.org/wiki/Q5998510,,musical group,,,
Q65238642,,,,,,Illimitable Dolor,https://www.wikidata.org/wiki/Q65238642,,musical group,,,
Q16846632,,,,,,Illzilla,https://www.wikidata.org/wiki/Q16846632,,musical group,,,
Q16846747,,,,,,Immigrant Union,https://www.wikidata.org/wiki/Q16846747,,musical group,,,
Q6009446,,,Australian rock band,,,In Fiction,https://www.wikidata.org/wiki/Q6009446,,musical group,,,
Q15820027,,,Australian metalcore band,,,In Hearts Wake,https://www.wikidata.org/wiki/Q15820027,1/1/2006,musical group,,,
Q28003723,,,,,,In Malice’s Wake,https://www.wikidata.org/wiki/Q28003723,,musical group,,,
Q25056157,,,Australian boy band,,,In Stereo,https://www.wikidata.org/wiki/Q25056157,1/1/2014,musical group,,,
Q51029609,,,,,,In the Burial,https://www.wikidata.org/wiki/Q51029609,,musical group,,,
Q3149994,,,Australian pop rock band,,,Indecent Obsession,https://www.wikidata.org/wiki/Q3149994,1/1/1987,musical group,,,
Q6015824,,,,,,Indelible Murtceps,https://www.wikidata.org/wiki/Q6015824,,musical group,,,
Q6029158,,,,,,Infected,https://www.wikidata.org/wiki/Q6029158,1/1/1992,musical group,,,
Q6029491,,,,,,Infernal Method,https://www.wikidata.org/wiki/Q6029491,1/1/2002,musical group,,,
Q51029614,,,,,,Infested Entrails,https://www.wikidata.org/wiki/Q51029614,,musical group,,,
Q51029612,,,,,,Infinite Defilement,https://www.wikidata.org/wiki/Q51029612,,musical group,,,
Q12060745,,,,,,Infusion (band),https://www.wikidata.org/wiki/Q12060745,1/1/1998,musical group,,,
Q16847669,,,band,,,Innocent Bystanders,https://www.wikidata.org/wiki/Q16847669,1/1/1983,musical group,,,
Q6039003,,,,,,Institut Polaire,https://www.wikidata.org/wiki/Q6039003,1/1/2004,musical group,,,
Q6042407,,,,,,Insurge,https://www.wikidata.org/wiki/Q6042407,1/1/1994,musical group,,,
Q31836831,,,,,,Intense Hammer Rage,https://www.wikidata.org/wiki/Q31836831,,musical group,,,
Q6045941,,,,,,Intercooler,https://www.wikidata.org/wiki/Q6045941,1/1/2001,musical group,,,
Q31842051,,,,,,Inverloch,https://www.wikidata.org/wiki/Q31842051,,musical group,,,
Q16848402,,,,,,Invertigo,https://www.wikidata.org/wiki/Q16848402,,musical group,,,
Q489801,,,Australian rock band,,,INXS,https://www.wikidata.org/wiki/Q489801,1/1/1977,musical group,,,
Q16848639,,,,,,Iron Mind,https://www.wikidata.org/wiki/Q16848639,,musical group,,,
Q6072760,,,indie rock band,,,Iron On,https://www.wikidata.org/wiki/Q6072760,1/1/2002,musical group,,,
Q6081177,,,"independent rock band from Brisbane, Australia",,,Isis,https://www.wikidata.org/wiki/Q6081177,,musical group,,,
Q6100662,,,,,,Iwantja,https://www.wikidata.org/wiki/Q6100662,,musical group,,,
Q16849194,,,Australian punk band of the 1970s,,,JAB,https://www.wikidata.org/wiki/Q16849194,1/1/1976,musical group,,,
Q6112601,,,Australian rock band,,,Jack Frost,https://www.wikidata.org/wiki/Q6112601,,musical group,,,
Q6117179,,,"hip hop group from Melbourne, Australia",,,Jackson Jackson,https://www.wikidata.org/wiki/Q6117179,1/1/2006,musical group,,,
Q6117251,,,,,,Jackson Mendoza,https://www.wikidata.org/wiki/Q6117251,1/1/1998,musical group,,,
Q14106517,,,Australian psychedelic dance band,,,Jagwar Ma,https://www.wikidata.org/wiki/Q14106517,1/1/2011,musical group,,,
Q56273311,,,band,,,Jam Tarts,https://www.wikidata.org/wiki/Q56273311,,musical group,,,
Q6144059,,,"Australian/British psychedelic pop, progressive rock group",,,James Taylor Move,https://www.wikidata.org/wiki/Q6144059,1/1/1967,musical group,,,
Q6145852,,,,,,James Wright Group,https://www.wikidata.org/wiki/Q6145852,,musical group,,,
